Year,WMA,Hunts,HarvestableSex,Does,Bucks,Hunters,TotalDeer,Link
2022,Penholoway Swamp WMA,4,Either,19,20,343,39,
2022,Perry Dove Field ,1,Either,0,1,22,1,
2022,Phinizy Swamp WMA,1,Either,3,4,32,7,
2022,Pine Log WMA,3,Either,4,50,803,54,
2022,Pleasant Valley VPA,5,Either,0,2,6,2,
2022,Red Top Mountain State Park ,1,Either,29,25,33,54,
2022,Redlands WMA,5,Either,145,186,767,331,
2022,Rich Mountain WMA,2,Antlered,0,53,505,53,
2022,Rich Mountain WMA - Cartecay,1,Either,10,8,178,18,
2022,Richard B. Russell State Park,1,Either,22,13,44,35,
2022,Richmond Hill WMA,4,Either,31,35,180,66,
2022,River Bend WMA,5,Either,11,23,241,34,
2022,"River Creek, The Rolf and Alexandra Kauka WMA",5,Either,8,10,188,18,
2022,Rogers WMA,4,Either,1,1,49,2,
2022,Rum Creek WMA,4,Either,35,73,387,108,
2022,Rum Creek WMA - Berry Creek,1,Either,3,0,95,3,
2022,Sandhills WMA - East,1,Either,3,2,28,5,
2022,Sandhills WMA - West ,10,Either,4,8,260,12,
2022,Sansavilla WMA,7,Either,47,45,932,92,
2022,Sapelo Island WMA,5,Either,52,77,207,129,
2022,Scotland Road VPA,1,Either,2,1,36,3,
2022,Sheffield WMA,1,Either,11,14,458,25,
2022,Silver Lake WMA,6,Either,51,73,695,124,
2022,Soap Creek WMA,4,Either,6,2,127,8,
2022,Sparks Cut Off VPA,1,Either,0,2,43,2,
2022,Spirit Creek Forest WMA,1,Either,4,2,50,6,
2022,Sprewell Bluff WMA - East,1,Either,77,1,178,78,
2022,Sprewell Bluff WMA - West,2,Either,1,0,55,1,
2022,Standing Boy State Park,1,Either,15,20,292,35,
2022,Swallow Creek WMA,3,Antlered,0,18,255,18,
2022,Tallapoosa River WMA,4,Either,1,6,33,7,
2022,Townsend WMA - Buck Island Tract,4,Either,10,13,181,23,
2022,"Townsend WMA  - North, South, and Pine Island Tracts",9,Either,32,30,596,62,
2022,Treat Mountain WMA,4,Either,13,15,181,28,
2022,Tuckahoe WMA,4,Either,30,52,609,82,
2022,Tugaloo State Park ,1,Either,9,4,26,13,
2022,Warwoman WMA,2,Antlered,0,28,249,28,
2022,West Point WMA,5,Either,22,26,583,48,
2022,West Point WMA - Dixie Creek,1,Either,2,1,100,3,
2022,West Point WMA - Glover Creek,1,Either,0,1,62,1,
2022,Yuchi WMA,7,Either,28,60,600,88,
2022,Zahnd WMA,1,Either,2,7,72,9,
2021,Alapaha River WMA,5,Either,44,56,980,100,
2021,Albany Nursery WMA,3,Either,0,2,20,2,
2021,Alexander WMA,3,Either,18,16,156,34,
2021,Allatoona WMA,3,Either,68,71,1424,139,
2021,Alligator Creek WMA,3,Either,9,8,290,17,
2021,Altama Plantation WMA,5,Either,19,7,160,26,
2021,"Altamaha WMA - Buffalo Swamp, Lewis Island, and McGowan Lake Tracts",4,Either,14,16,471,30,
2021,Altamaha WMA - Waterfowl Management Area,1,Either,0,0,8,0,
2021,Arrowhead,2,Either,1,0,34,1,
2021,B.F. Grant WMA,6,Either,94,63,993,157,
2021,Balls Ferry State Park,3,Either,2,0,28,2,
2021,Bartam Forest,1,Either,9,3,87,12,
2021,Beaverdam WMA,6,Either,31,39,406,70,
2021,Berry College WMA,4,Either,76,174,1547,250,
2021,Big Dukes Pond WMA,3,Either,16,19,187,35,
2021,Big Hammock WMA,7,Either,8,16,355,24,
2021,Big Lazer Creek WMA,6,Either,30,49,739,79,
2021,Blanton Creek,6,Either,18,38,437,56,
2021,Blue Ridge WMA,6,Antlered,0,26,454,26,
2021,Broad River WMA,2,Either,0,0,165,0,
2021,Buck Shoals WMA,3,Either,4,14,34,18,
2021,Bullard Creek WMA,7,Either,78,61,885,139,
2021,Bullard Creek WMA - Bell Telephone Tract,1,Either,0,0,38,0,
2021,Bullard Creek WMA - Ocmulgee Tract,1,Either,8,1,111,9,
2021,Camp Thunder VPA,1,Either,9,5,183,14,
2021,Canoochee Sandhills WMA,4,Either,8,11,366,19,
2021,Cardinal VPA,1,Either,0,0,60,0,
2021,Carters Lake WMA,2,Either,15,17,310,32,
2021,Cedar Creek WMA,5,Either,76,339,2457,415,
2021,Ceylon WMA,5,Either,284,129,1728,413,
2021,Chattahoochee Bend State Park,1,Either,13,12,63,25,
2021,Chattahoochee Fall Line WMA - Almo,3,Either,26,39,258,65,
2021,Chattahoochee Fall Line - Blackjack Crossing,1,Either,4,6,82,10,
2021,Chattahoochee Fall Line WMA - Fort Perry,5,Either,16,13,105,29,
2021,Chattahoochee Fall Line WMA - Hilliard,6,Either,53,33,349,86,
2021,Chattahoochee Fall Line WMA - VPA Tracts,1,Either,6,6,70,12,
2021,Chattahoochee WMA,3,Antlered,0,13,364,13,
2021,Chestatee WMA,4,Antlered,0,20,480,20,
2021,Chickasawhatchee WMA,7,Either,61,108,728,169,
2021,Clarks Hill WMA,6,Either,77,111,1062,188,
2021,Clayhole Swamp WMA,11,Either,23,19,458,42,
2021,Clybel WMA,8,Either,51,80,784,131,
2021,Cohutta WMA,3,Antlered,0,44,1878,44,
2021,Conasauga River WMA,1,Either,8,2,291,10,
2021,Coopers Creek WMA,8,Either,2,45,665,47,
2021,Coosawattee WMA,4,Either,62,95,964,157,
2021,Crockford-Pigeon Mountain WMA,4,Either,65,176,2179,241,
2021,Dawson Forest WMA,7,Either,28,99,2714,127,
2021,Di-Lane Plantation WMA,4,Either,72,64,687,136,
2021,Dixon Memorial WMA,2,Either,0,2,52,2,
2021,Dodge County PFA,1,Either,4,5,11,9,
2021,Doerun Pitcherplant Bog WMA,1,Either,5,14,122,19,
2021,Dupoont Tract VPA,3,Either,2,1,58,3,
2021,Echeconnee Creek WMA,1,Either,4,2,104,6,
2021,Elbert Couny WMA,4,Either,25,30,243,55,
2021,Elmodel WMA,2,Either,12,9,329,21,
2021,F.D. Roosevelt State Park,1,Either,16,24,52,40,
2021,Fishing Creek WMA,4,Either,9,16,373,25,
2021,Flat Creek PFA,1,Either,10,12,157,22,
2021,Flat Tub WMA ,1,Either,80,77,937,157,
2021,Flint River WMA,6,Either,61,24,316,85,
2021,Gaither WMA,5,Either,11,11,256,22,
2021,Germany Creek WMA,4,Either,6,6,170,12,
2021,Grand Bay WMA,22,Either,10,30,709,40,
2021,Griffen Ridge WMA,6,Either,7,10,309,17,
2021,Hannahatchee WMA,3,Either,44,48,1007,92,
2021,Hard Labor Creek State Park,1,Either,38,62,121,100,
2021,Hiltonia WMA,2,Either,0,0,43,0,
2021,Horse Creek MWA ,9,Either,45,46,624,91,
2021,Hugh M. Gillis PFA,1,Either,1,1,28,2,
2021,J.L. Lester WMA,4,Either,24,14,163,38,
2021,Joe Kurz WMA,4,Either,32,37,524,69,
2021,Johns Mountain WMA,4,Either,4,64,781,68,
2021,Keg Creek,1,Either,5,5,191,10,
2021,Kretlow Farm VPA,1,Either,0,0,5,0,
2021,Lake Russell WMA,7,Either,35,107,1341,142,
2021,Lake Seminole WMA,3,Either,23,22,42,45,
2021,Lake Walter F. George WMA,1,Either,3,1,25,4,
2021,Lanahassee WMA,6,Either,18,20,187,38,
2021,Little River WMA,3,Either,8,5,240,13,
2021,Little Satilla WMA ,4,Either,60,26,1088,86,
2021,Lola Tract VPA,3,Either,8,9,207,17,
2021,Lower Broad River WMA,4,Either,14,11,323,25,
2021,Mayhaw WMA ,4,Either,59,62,483,121,
2021,McGraw Ford WMA,1,Either,23,16,614,39,
2021,Mead Farm WMA,1,Either,1,2,20,3,
2021,Mistletoe State Park,1,Either,14,11,37,25,
2021,Montezuma Bluffs WMA,1,Either,7,4,60,11,
2021,Moody Forest WMA,1,Either,48,23,195,71,
2021,Morgan Lake WMA,1,Either,2,1,15,3,
2021,Nashville Tract VPA,1,Either,2,2,26,4,
2021,Oaky Woods WMA,5,Either,25,92,783,117,
2021,Ocmulgee WMA,5,Either,41,151,1004,192,
2021,Ocmulgee WMA - Gum Swamp Creek,1,Either,0,1,140,1,
2021,Oconee WMA,4,Either,94,98,977,192,
2021,Oconee WMA - Dan Denton Waterfowl Area,1,Either,0,0,24,0,
2021,"Ohoopee Dunes WMA - Hwy 80 Tract, Halls Bridge Tract, Covena Tract",1,Either,3,0,141,3,
2021,Ohoopee Dunes WMA - McCleods Bridge Tract,4,Either,37,54,322,91,
2021,Oliver Bridge WMA,3,Either,6,7,720,13,
2021,Ossabaw Island WMA,5,Either,25,34,96,59,
2021,Otting WMA,1,Either,9,5,110,14,
2021,Panola Mountain State Park,1,Either,9,9,28,18,
2021,Paulding Forest WMA,5,Either,57,162,2293,219,
2021,Paulks Pasture WMA,11,Either,68,82,967,150,
2021,Penholoway Swamp WMA,7,Either,14,12,411,26,
2021,Perry Dove Field ,18,Either,1,0,26,1,
2021,Phinizy Swamp WMA,1,Either,3,4,32,7,
2021,Pine Log WMA,3,Either,26,50,1048,76,
2021,Pleasant Valley VPA,1,Either,0,0,14,0,
2021,Redlands WMA,6,Either,176,206,2980,382,
2021,Redlands WMA - Watson Spring Area,3,Either,0,0,317,0,
2021,Rich Mountain WMA,2,Antlered,0,50,553,50,
2021,Rich Mountain WMA - Cartecay,1,Either,9,7,228,16,
2021,Richmond Hill WMA,4,Either,32,25,190,57,
2021,River Bend WMA,6,Either,20,18,233,38,
2021,"River Creek, The Rolf and Alexandra Kauka WMA",5,Either,6,14,173,20,
2021,Rogers WMA,4,Either,2,1,142,3,
2021,Rum Creek WMA,5,Either,26,63,425,89,
2021,Rum Creek WMA - Berry Creek,1,Either,3,3,96,6,
2021,Sandhills WMA - East,1,Either,1,3,83,4,
2021,Sandhills WMA - West ,9,Either,4,20,291,24,
2021,Sansavilla WMA,9,Either,39,54,1219,93,
2021,Sapelo Island WMA,11,Either,25,43,117,68,
2021,Sheffield WMA,1,Either,7,11,707,18,
2021,Silver Lake WMA,6,Either,45,62,694,107,
2021,Soap Creek WMA,4,Either,5,7,129,12,
2021,Sparks Cut Off VPA,1,Either,3,0,64,3,
2021,Spirit Creek Forest WMA,1,Either,6,12,80,18,
2021,Sprewell Bluff WMA - East,1,Either,10,7,193,17,
2021,Sprewell Bluff WMA - West,3,Either,18,17,1173,35,
2021,Standing Boy State Park,1,Either,8,11,258,19,
2021,Swallow Creek WMA,2,Antlered,0,7,189,7,
2021,Townsend WMA - Buck Island Tract,4,Either,14,8,362,22,
2021,"Townsend WMA  - North, South, and Pine Island Tracts",9,Either,23,39,633,62,
2021,Tuckahoe WMA,5,Either,41,80,983,121,
2021,Tugaloo State Park ,1,Either,6,4,24,10,
2021,Warren Farm Tract VPA,1,Either,0,0,39,0,
2021,Warwoman WMA,2,Antlered,0,21,204,21,
2021,West Point WMA,5,Either,24,33,893,57,
2021,West Point WMA - Dixie Creek,1,Either,0,0,135,0,
2021,West Point WMA - Glover Creek,1,Either,0,0,77,0,
2021,Wilson Shoals WMA,1,Either,0,1,18,1,
2021,Yuchi WMA,8,Either,16,52,712,68,
2021,Zahnd WMA,1,Either,6,3,103,9,
2020,Alapaha River WMA,5,Either,39,70,989,109,
2020,Alexander WMA,3,Either,34,15,173,49,
2020,Allatoona WMA,3,Either,79,76,1320,155,
2020,Alligator Creek WMA,3,Either,0,0,197,0,
2020,Altama Plantation WMA,5,Either,13,12,119,25,
2020,"Altamaha WMA - Buffalo Swamp, Lewis Island, and McGowan Lake Tracts",4,Either,10,2,289,12,
2020,Altamaha WMA - Waterfowl Management Area,1,Either,1,2,6,3,
2020,Arrowhead,2,Either,0,0,57,0,
2020,B.F. Grant WMA,5,Either,58,55,834,113,
2020,Balls Ferry State Park,3,Either,1,0,19,1,
2020,Bartam Forest,1,Either,8,5,98,13,
2020,Beaverdam WMA,4,Either,0,0,114,0,
2020,Berry College WMA,5,Either,87,150,1427,237,
2020,Big Hammock WMA,9,Either,15,13,416,28,
2020,Big Lazer Creek WMA,6,Either,25,30,552,55,
2020,Blanton Creek,6,Either,20,27,340,47,
2020,Blue Ridge WMA,3,Either,1,16,390,17,
2020,Broad River WMA,3,Either,11,10,29,21,
2020,Buck Shoals WMA,7,Either,20,9,584,29,
2020,Bullard Creek WMA,1,Either,0,0,50,0,
2020,Bullard Creek WMA - Bell Telephone Tract,1,Either,1,4,126,5,
2020,Bullard Creek WMA - Ocmulgee Tract,1,Either,2,1,66,3,
2020,Camp Thunder VPA,1,Either,1,4,126,5,
2020,Cardinal VPA,1,Either,2,1,66,3,
2020,Carters Lake WMA,2,Either,11,12,311,23,
2020,Cedar Creek WMA,5,Either,92,325,2007,417,
2020,Chattahoochee Bend State Park,1,Either,7,16,38,23,
2020,Chattahoochee Fall Line WMA - Almo,3,Either,22,31,206,53,
2020,Chattahoochee Fall Line WMA - Fort Perry,6,Either,20,13,127,33,
2020,Chattahoochee Fall Line WMA - Hilliard,5,Either,38,53,301,91,
2020,Chattahoochee Fall Line WMA - VPA Tracts,1,Either,1,3,37,4,
2020,Chattahoochee WMA,6,Antlered,0,11,503,11,
2020,Chestatee WMA,4,Antlered,0,14,373,14,
2020,Clarks Hill WMA,5,Either,90,70,947,160,
2020,Clayhole Swamp WMA,13,Either,20,38,624,58,
2020,Clybel WMA,8,Either,67,91,687,158,
2020,Cohutta WMA,3,Either,3,59,1554,62,
2020,Conasauga River WMA,1,Either,5,4,204,9,
2020,Coopers Creek WMA,5,Either,4,22,657,26,
2020,Coosawattee WMA,4,Either,85,80,928,165,
2020,Crockford-Pigeon Mountain WMA,4,Either,67,144,1859,211,
2020,Dawson Forest WMA,4,Either,21,65,1477,86,
2020,Di-Lane Plantation WMA,8,Either,190,132,1414,322,
2020,Dixon Bay WMA,2,Either,2,0,40,2,
2020,Dixon Memorial WMA,11,Either,42,57,1032,99,
2020,Dukes Creek - Smithgall Woods State Park,4,Antlered,0,6,134,6,
2020,Dupoont Tract VPA,3,Either,0,3,34,3,
2020,Echeconnee Creek WMA,1,Either,7,3,93,10,
2020,Elbert Couny WMA,4,Either,12,30,469,42,
2020,Fishing Creek WMA,4,Either,7,9,294,16,
2020,Flat Creek PFA,1,Either,6,11,126,17,
2020,Flat Tub WMA ,4,Either,65,53,880,118,
2020,Gaither WMA,5,Either,15,16,188,31,
2020,Germany Creek WMA,4,Either,2,7,115,9,
2020,Grand Bay WMA,16,Either,14,26,462,40,
2020,Griffen Ridge WMA,5,Either,14,11,250,25,
2020,Hard Labor Creek State Park,2,Either,76,120,271,196,
2020,Hart County WMA,4,Either,10,13,225,23,
2020,Hiltonia WMA,2,Either,1,1,33,2,
2020,Horse Creek MWA ,10,Either,11,40,520,51,
2020,J.L. Lester WMA,4,Either,9,8,92,17,
2020,Joe Kurz WMA,4,Either,31,34,450,65,
2020,Johns Mountain WMA,4,Either,8,46,786,54,
2020,Keg Creek,1,Either,3,5,211,8,
2020,Kretlow Farm VPA,1,Either,0,1,25,1,
2020,Lake Russell WMA,6,Either,36,104,1176,140,
2020,Lake Seminole WMA,3,Either,21,41,39,62,
2020,Little River WMA,2,Either,1,2,195,3,
2020,Little Satilla WMA ,4,Either,58,38,231,96,
2020,Lola Tract VPA,3,Either,4,4,161,8,
2020,Lower Broad River WMA,4,Either,11,13,316,24,
2020,Mayhaw WMA ,4,Either,27,41,431,68,
2020,McGraw Ford WMA,1,Either,23,18,519,41,
2020,Mead Farm WMA,1,Either,0,1,24,1,
2020,Moody Forest WMA,1,Either,29,18,181,47,
2020,Morgan Lake WMA,1,Either,0,1,29,1,
2020,Nashville Tract VPA,1,Either,1,5,31,6,
2020,Oaky Woods WMA,5,Either,13,63,654,76,
2020,Ocmulgee WMA,5,Either,20,158,801,178,
2020,Ocmulgee WMA - Gum Swamp Creek,1,Either,2,2,107,4,
2020,Oconee WMA,4,Either,118,84,781,202,
2020,Ohoopee Dunes WMA - McCleods Bridge Tract,2,Either,12,20,55,32,
2020,Oliver Bridge WMA,4,Either,0,0,397,0,
2020,Ossabaw Island WMA,5,Either,56,92,245,148,
2020,Otting WMA,1,Either,5,2,71,7,
2020,Panola Mountain State Park,3,Either,42,57,87,99,
2020,Paulding Forest WMA,5,Either,56,157,1888,213,
2020,Paulks Pasture WMA,11,Either,77,95,882,172,
2020,Penholoway Swamp WMA,6,Either,16,21,364,37,
2020,Pine Log WMA,3,Either,11,38,896,49,
2020,Redlands WMA,4,Either,149,166,2474,315,
2020,Redlands WMA - Watson Spring Area,1,Either,0,2,128,2,
2020,Rich Mountain WMA,2,Antlered,0,35,495,35,
2020,Rich Mountain WMA - Cartecay,1,Either,9,6,158,15,
2020,Richard B. Russell State Park,1,Either,24,18,41,42,
2020,Richmond Hill WMA,4,Either,20,30,190,50,
2020,River Bend WMA,5,Either,6,11,185,17,
2020,"River Creek, The Rolf and Alexandra Kauka WMA",5,Either,7,10,126,17,
2020,Rogers WMA,4,Either,3,3,88,6,
2020,Rum Creek WMA,6,Either,41,61,501,102,
2020,Rum Creek WMA - Berry Creek,1,Either,3,6,119,9,
2020,Sansavilla WMA,10,Either,71,76,1234,147,
2020,Sapelo Island WMA,11,Either,54,61,245,115,
2020,Sheffield WMA,1,Either,21,21,564,42,
2020,Silver Lake WMA,6,Either,35,70,669,105,
2020,Soap Creek WMA,4,Either,11,8,110,19,
2020,Sparks Cut Off VPA,1,Either,3,0,41,3,
2020,Spirit Creek Forest WMA,1,Either,9,2,79,11,
2020,Sprewell Bluff WMA - East,2,Either,6,16,186,22,
2020,Sprewell Bluff WMA - West,2,Either,1,0,55,1,
2020,Standing Boy State Park,1,Either,7,13,273,20,
2020,Swallow Creek WMA,4,Antlered,0,7,306,7,
2020,Townsend WMA - Buck Island Tract,4,Either,4,4,297,8,
2020,"Townsend WMA  - North, South, and Pine Island Tracts",9,Either,34,46,715,80,
2020,Tuckahoe WMA,8,Either,59,133,1224,192,
2020,Walton WMA,1,Either,3,5,61,8,
2020,Warren Farm Tract VPA,1,Either,0,1,33,1,
2020,Warwoman WMA,4,Antlered,0,24,320,24,
2020,West Point WMA,6,Either,28,34,675,62,
2020,West Point WMA - Dixie Creek,1,Either,2,1,143,3,
2020,West Point WMA - Glover Creek,1,Either,0,0,77,0,
2020,Wilson Shoals WMA,4,Either,13,18,628,31,
2020,Yuchi WMA,6,Either,52,93,974,145,
2020,Zahnd WMA,1,Either,7,5,57,12,
